StateAbbr,State,County,CountyFIPS,ARTHRITIS,CASTHMA,BPHIGH,CANCER,HIGHCHOL,KIDNEY,COPD,CHD,DIABETES,MHLTH,PHLTH,TEETHLOST,STROKE,TotalPopulation,GenderMajority,Men,Women,Hispanic,White,Black,Native,Asian,Pacific,VotingAgeCitizen,Income,IncomePerCap,IncomePerCapErr,ChildPoverty,Professional,Service,Office,Construction,Production,Drive,Carpool,Transit,Walk,OtherTransp,WorkAtHome,MeanCommute,MeanHealthCommute,Employed,PrivateWork,PublicWork,SelfEmployed,FamilyWork,Unemployment%_2019,Median Household Income_2019,% of State Median HH Income
TX,Texas,Wheeler,48483,30.1,9.5,39.3,8.1,39.6,3.7,9.5,9.7,14.4,14.5,15.7,17.5,4.4,5599,M,2871,2728,26.5,68.3,2.7,0.1,0.1,0.2,3807,50910,25809,1877,31.7,25.5,19.6,21.2,21.6,12,86.9,7.1,0,2.6,1.5,1.9,18.4,35.22,2551,68.8,21,10,,3,58544,0.914121541
TX,Texas,Wichita,48485,25.9,9.5,35.1,6.5,35.6,3.1,7.6,8,13.2,15.1,13.9,17.4,3.6,131778,M,68339,63439,18.5,66.1,9.9,0.6,2,0,96973,45776,23263,604,26.6,33.2,20.7,23.8,10.4,11.9,77,8.6,0.8,7.6,2,4,15.4,27.79,55552,74.3,19.9,5.4,,3.2,51535,0.804681157
TX,Texas,Wilbarger,48487,29.3,9.7,38.1,7.4,38.9,3.9,9.5,9.7,15.7,15.3,16.7,19.9,4.6,12972,F,6415,6557,28.6,59.4,8,0.7,0.9,0,9694,43913,21938,1657,22.6,26.5,24.7,22.3,11.4,15,75.7,20.5,0,1.7,1.3,0.8,11.5,19.14,6329,67.8,24.9,6.9,,3.6,42570,0.664699269
TX,Texas,Willacy,48489,23.2,8.7,36.6,5.1,36.9,4.2,7.5,8.9,18.3,15.8,17.7,22,4.1,21839,M,11821,10018,88,11.1,0.7,0,0.1,0,14146,29104,13369,863,49.5,21.5,24.6,22.6,18.8,12.5,86.5,5.3,0,4.9,0.5,2.8,22.7,35.4,6415,66.8,21.3,11.8,,8.2,35821,0.559318593
TX,Texas,Williamson,48491,20.6,8.3,30.2,6.1,33.6,2.4,5,5.4,9.6,11.2,9.8,9.6,2.5,508313,F,250106,258207,24.1,60.9,6,0.2,6,0.1,342928,79123,34575,386,8.4,45.6,13.9,25.4,7.4,7.7,80.3,9.1,0.8,0.9,1.2,7.7,27.9,68.27,254840,79,14.5,6.4,,2.8,92661,1.446833427
TX,Texas,Wilson,48493,25.2,8.5,35.6,6.9,36.8,3.1,6.9,7.4,12.7,12.9,13,12.8,3.3,47205,M,23703,23502,39.2,57.7,1.3,0.2,0.3,0.1,34562,71942,29862,1049,12.8,31.8,16.4,25.2,14.2,12.4,80.7,10.8,0,1.1,1,6.4,34.5,75.93,21002,73.3,18,8.6,,2.8,76905,1.200815065
TX,Texas,Winkler,48495,23.5,9,35,5.9,36.2,3.4,7.5,7.7,14.1,14.9,15.1,17.8,3.6,7777,M,3968,3809,59.4,36.9,2.3,0.9,0,0,4689,55000,23483,2007,22.6,23.5,15.7,20,19.4,21.4,82.2,13.1,0,1.5,0.7,2.5,19.2,38.65,3267,80.3,15.1,4.6,,2.8,64894,1.013272125
TX,Texas,Wise,48497,26.3,9.3,36.3,7.2,36.6,3.1,8.3,7.9,12.3,14.3,14,15.3,3.6,63247,M,31766,31481,18.8,77.5,1.2,0.4,0.5,0.2,44333,59081,27447,1009,20.4,29.6,15,24,14.3,17.1,82.2,10.1,0.1,1,0.9,5.7,32.1,67.42,27736,78,13.7,8,,3.2,70468,1.100306040
TX,Texas,Wood,48499,33.7,9.5,41.8,9.3,41.7,4,10.2,10.6,15.1,13.8,15.7,16.7,4.8,43315,F,21523,21792,9.6,83.2,5.5,0.6,0.1,0.1,33979,48038,25955,1664,22,28.7,16.7,25,15.5,14.1,80.6,10,0.3,2.5,1,5.6,30.2,57.05,15960,78.4,14.1,7.1,,3.9,56945,0.889154331
TX,Texas,Yoakum,48501,22.5,8.5,33.3,5.9,35.5,3.1,6.6,7,13.1,13.5,13.5,15.7,3.2,8481,M,4286,4195,65,33.2,0,0.2,0,0,4432,62500,23681,2553,14.6,21.8,16.9,19.2,27.8,14.4,78,16.8,0,3.7,0.2,1.3,16.2,32.04,3755,71.7,17.5,10.7,,2.9,62636,0.978015115
TX,Texas,Young,48503,31,9.4,39.3,8.2,39.2,3.6,9.4,9.5,13.8,14.4,15.3,17,4.3,18166,F,8922,9244,18.1,78.8,1.5,0.5,0.4,0,13070,46351,25661,2290,25.9,31.5,17.8,21.9,15.1,13.7,83,9,0,0.6,1.4,6.1,15.3,27.88,8248,69.8,17.1,11.9,,3,52643,0.821981763
TX,Texas,Zapata,48505,24.9,9.3,36.6,5.4,37.1,4.6,8.2,9.8,20,16.6,19.4,23.6,4.6,14415,F,7190,7225,94.1,5.2,0,0,0.7,0,6586,34550,17817,3167,48,17.7,30.4,14.9,16.8,20.2,69.2,23.8,0,4.4,0.6,2,18.2,28.45,5146,66,21,12.6,,5.1,36069,0.563190931
TX,Texas,Zavala,48507,24.9,9.2,38.5,5.3,38.6,4.7,8.1,9.8,20.4,16.5,19.4,22.2,4.6,12152,M,6163,5989,93.6,5.4,0.5,0.1,0,0,8053,25988,13105,1562,56.3,29,24.3,14.7,16.7,15.3,80.5,7.4,0.4,2.1,4.2,5.4,13.7,20.66,4397,73.9,21.2,4.9,,8.5,32538,0.508056961
